iter	Logloss
392	0.03569436914
393	0.03549820993
394	0.03534801696
395	0.03520548483
396	0.03500470575
397	0.03483876579
398	0.03475508041
399	0.03463345877
400	0.03438817893
401	0.03422281052
402	0.03408488817
403	0.0339646765
404	0.03379260784
405	0.03369855986
406	0.03344940029
407	0.03337835762
408	0.0332141487
409	0.03311808913
410	0.03304004772
411	0.03292676612
412	0.03275580596
413	0.03252854661
414	0.03241250809
415	0.03227713104
416	0.032176534
417	0.03198524589
418	0.03179146947
419	0.03171800338
420	0.03160304315
421	0.03147918919
422	0.03137590534
423	0.03123030034
424	0.03103851846
425	0.03090037808
426	0.03071184349
427	0.03062149614
428	0.03041194281
429	0.03033053144
430	0.03024633368
431	0.03000033932
432	0.02987077948
433	0.02980485222
434	0.02969627474
435	0.0295710793
436	0.02947869962
437	0.02931641419
438	0.02923637902
439	0.02910312724
440	0.02888063476
441	0.02878997781
442	0.02870742691
443	0.02862770547
444	0.02856662217
445	0.02846976243
446	0.02830168912
447	0.02808939276
448	0.02796761841
449	0.02784431775
450	0.02775582993
451	0.02763785675
452	0.02754208415
453	0.02749968833
454	0.02738500708
455	0.02716430373
456	0.02699581493
457	0.02689686952
458	0.02681705129
459	0.02681102762
460	0.0267701342
461	0.02665720508
462	0.0265910042
463	0.0265423386
464	0.0263887142
465	0.02619749736
466	0.02610474418
467	0.02600946609
468	0.02594103957
469	0.02589977404
470	0.02582129316
471	0.02571289516
472	0.02562796477
473	0.0256065308
474	0.02551811993
475	0.02539742634
476	0.025262338
477	0.02521944171
478	0.02521947667
479	0.02519002
480	0.02506811951
481	0.02494769159
482	0.02489200581
483	0.024823313
484	0.0247796224
485	0.02454484743
486	0.02443144071
487	0.02437105076
488	0.02433468881
489	0.02430154386
490	0.0242178612
491	0.02410750259
492	0.02403494206
493	0.02389873745
494	0.02379953745
495	0.02376984232
496	0.02372875527
497	0.02360194963
498	0.02354782775
499	0.02346030392
